TYPE_EDC,Category,sub_category,dep_methods,useful_life,ori_currency,acq_cost,exchange,equal_idr,purchase_date,depre_exp,acc_exp,nbv,invoice,po,Adaptor_S_N,Adaptor_S_N,node,user,bussines_unit,City,MID,note,parent_id,Area,OS,application,Merch_Program,T_I_D,owner
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97110182,97110182,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180673,Bandung,,,,59107931,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97031241,97031241,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180674,Bandung,,,,59107926,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97031032,97031032,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961617,Bandung,,,,59107612,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97030503,97030503,,aodofficer,Acquiring Operation Department,MEDAN,50072800,,,MEDAN,,,-,53000701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97030023,97030023,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36545503,,3084926,YOGYAKARTA,,,-,3600 88 04,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,66003308,66003308,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180684,Bandung,,,,59107925,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,21015277,21015277,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961619,Bandung,,,,59107916,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20063254,20063254,,aodofficer,Acquiring Operation Department,SOLO,43951900,,2495908,YOGYAKARTA,,,-,4600 60 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20032564,20032564,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961853,YOGYAKARTA,,,-,4600 11 15,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20030783,20030783,,aodofficer,Acquiring Operation Department,MAKASSAR,80394500,,,MAKASSAR,,,,80109101,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20028965,20028965,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961856,YOGYAKARTA,,,-,4600 11 06,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20027946,20027946,,aodofficer,Acquiring Operation Department,Sampit,74325900,,3180819,BALIKPAPAN,,,,51001601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024844,20024844,,aodofficer,Acquiring Operation Department,SOLO,43956900,,3084934,YOGYAKARTA,,,-,4600 65 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024782,20024782,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961711,Bandung,,,,58004513,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024762,20024762,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36545501,,3180852,YOGYAKARTA,,,-,3600 88 02,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024755,20024755,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961707,Bandung,,,,58004512,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024751,20024751,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961709,Bandung,,,,58004511,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024732,20024732,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961827,YOGYAKARTA,,,-,4600 11 26,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024587,20024587,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961851,YOGYAKARTA,,,-,4600 11 13,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20022365,20022365,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961830,YOGYAKARTA,,,-,4600 11 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020850,20020850,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36820100,,3084933,YOGYAKARTA,,,-,3801 75 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020849,20020849,,aodofficer,Acquiring Operation Department,Semarang,30611100,,3180737,Semarang,,,,52008401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020414,20020414,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961620,Bandung,,,,59107611,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020221,20020221,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36557502,,1775620,YOGYAKARTA,,,-,8062 22 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016922,20016922,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36674100,,1775923,YOGYAKARTA,,,-,3800 37 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016623,20016623,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60326500,,3180665,BALIKPAPAN,,,,60109501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016494,20016494,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60339900,,1775830,BALIKPAPAN,,,,61100901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016441,20016441,,aodofficer,Acquiring Operation Department,MEDAN,50708300,,,MEDAN,,,-,57101601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016342,20016342,,aodofficer,Acquiring Operation Department,Semarang,30028501,,,Semarang,,,,30008632,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016338,20016338,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36411000,,74264260,YOGYAKARTA,,,-,3500 61 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016334,20016334,,aodofficer,Acquiring Operation Department,Pontianak,27210700,,1775956,BALIKPAPAN,,,,88003701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016324,20016324,,aodofficer,Acquiring Operation Department,MANADO,79082300,,1.00E+11,MAKASSAR,,,,86006501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016313,20016313,,aodofficer,Acquiring Operation Department,Batam,29547302,,,Batam,,,,23101308,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016276,20016276,,aodofficer,Acquiring Operation Department,MEDAN,50567500,,,MEDAN,,,-,56100701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016267,20016267,,aodofficer,Acquiring Operation Department,Batam,29547300,,,Batam,,,,23101302,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016265,20016265,,aodofficer,Acquiring Operation Department,Batam,29547300,,,Batam,,,,23101301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016238,20016238,,aodofficer,Acquiring Operation Department,MAKASSAR,80343300,,,MAKASSAR,,,,80103701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016234,20016234,,aodofficer,Acquiring Operation Department,Banjarmasin,62120300,,3180820,BALIKPAPAN,,,,65007401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016203,20016203,,aodofficer,Acquiring Operation Department,MANADO,79003000,,1.00E+11,MAKASSAR,,,,86008701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016026,20016026,,aodofficer,Acquiring Operation Department,Bandung,40937700,,1775736,Bandung,,,,58002903,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016008,20016008,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36708300,,3180792,YOGYAKARTA,,,-,3800 71 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015997,20015997,,aodofficer,Acquiring Operation Department,Bandung,40937700,,1775707,Bandung,,,,58002901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015987,20015987,,aodofficer,Acquiring Operation Department,Pontianak,27227302,,3180760,BALIKPAPAN,,,,88005503,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015979,20015979,,aodofficer,Acquiring Operation Department,Banjarmasin,62133700,,1775626,BALIKPAPAN,,,,65008701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015978,20015978,,aodofficer,Acquiring Operation Department,Banjarmasin,62118700,,1775958,BALIKPAPAN,,,,65007201,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015972,20015972,,aodofficer,Acquiring Operation Department,Bandung,40881602,,2927979,Bandung,,,,57007203,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015962,20015962,,aodofficer,Acquiring Operation Department,Pontianak,27257300,,1775873,BALIKPAPAN,,,,88008701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015951,20015951,,aodofficer,Acquiring Operation Department,Bontang,33529000,,1776000,BALIKPAPAN,,,,33009001,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015941,20015941,,aodofficer,Acquiring Operation Department,Batam,29751500,,,Batam,,,,25102301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015887,20015887,,aodofficer,Acquiring Operation Department,Bandung,40760904,,1775899,Bandung,,,,50004104,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015865,20015865,,aodofficer,Acquiring Operation Department,SIANTAR,50410302,,,MEDAN,,,-,54000106,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015864,20015864,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36595900,,42103424,YOGYAKARTA,,,-,3700 55 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015835,20015835,,aodofficer,Acquiring Operation Department,Semarang,30028501,,,Semarang,,,,30008630,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015830,20015830,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180683,Bandung,,,,59107930,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015828,20015828,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36640900,,1775628,YOGYAKARTA,,,-,3800 02 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015818,20015818,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36489001,,3180801,YOGYAKARTA,,,-,3600 33 04,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015795,20015795,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36667502,,2961702,YOGYAKARTA,,,-,3800 30 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015785,20015785,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36709100,,2263495,YOGYAKARTA,,,-,3800 72 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015768,20015768,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36516503,,2961836,YOGYAKARTA,,,-,3600 62 06,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015760,20015760,,aodofficer,Acquiring Operation Department,Batam,29547302,,,Batam,,,,23101307,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015742,20015742,,aodofficer,Acquiring Operation Department,MEDAN,50518700,,,MEDAN,,,-,56001803,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015736,20015736,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961754,Bandung,,,,59107917,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015698,20015698,,aodofficer,Acquiring Operation Department,Bandung,41000000,,2927981,Bandung,,,,58008901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015685,20015685,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961630,Bandung,,,,59107920,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015656,20015656,,aodofficer,Acquiring Operation Department,MEDAN,50100701,,,MEDAN,,,-,54002302,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20013495,20013495,,aodofficer,Acquiring Operation Department,Bandung,40927700,,1775997,Bandung,,,,58001801,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20012447,20012447,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36545514,,744206,YOGYAKARTA,,,-,3600 88 15,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20012432,20012432,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36678302,,3180750,YOGYAKARTA,,,-,3800 41 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20012424,20012424,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36281404,,3198524,YOGYAKARTA,,,-,3500 31 05,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20012414,20012414,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36643300,,314423,YOGYAKARTA,,,-,3800 06 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20005690,20005690,,aodofficer,Acquiring Operation Department,Bandung,40956801,,2961619,Bandung,,,,58004552,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20005665,20005665,,aodofficer,Acquiring Operation Department,Pontianak,27100500,,3084954,BALIKPAPAN,,,,85002202,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20005534,20005534,,aodofficer,Acquiring Operation Department,Semarang,30751100,,,Semarang,,,,59902701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20004725,20004725,,aodofficer,Acquiring Operation Department,Batam,29157548,,,Batam,,,,20005554,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20004704,20004704,,aodofficer,Acquiring Operation Department,Padang,26339900,,,Batam,,,,88104701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20004392,20004392,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36813501,,2961897,YOGYAKARTA,,,-,3801 68 02,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20004277,20004277,,aodofficer,Acquiring Operation Department,Tegal,30757900,,1775936,Semarang,,,,59903303,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20003615,20003615,,aodofficer,Acquiring Operation Department,PALU,78035500,,,MAKASSAR,,,,80001201,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20002854,20002854,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36670900,,1775693,YOGYAKARTA,,,-,3800 33 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20000341,20000341,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3085146,Bandung,,,,59107604,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20000324,20000324,,aodofficer,Acquiring Operation Department,Bandung,40937700,,1775825,Bandung,,,,58002902,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20000248,20000248,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60237300,,1775804,BALIKPAPAN,,,,60100601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,10921938,10921938,,aodofficer,Acquiring Operation Department,Bengkulu,99923900,,,Batam,,,,82002301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,9903212,9903212,,aodofficer,Acquiring Operation Department,Banjarmasin,62095900,,1775871,BALIKPAPAN,,,,65006002,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,9903150,9903150,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3084810,Bandung,,,,59107607,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,9040332,9040332,,aodofficer,Acquiring Operation Department,PURWOKERTO,35960900,,3180851,YOGYAKARTA,,,-,5500 7701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,4510213,4510213,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36816900,,1775643,YOGYAKARTA,,,-,3801 71 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,3528963,3528963,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60142702,,2927910,BALIKPAPAN,,,,60001502,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,3403402,3403402,,aodofficer,Acquiring Operation Department,Kudus,30777900,,,Semarang,,,,59905301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,3008275,3008275,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180809,Bandung,,,,59107924,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2925094,2925094,,aodofficer,Acquiring Operation Department,SOLO,43911900,,1775795,YOGYAKARTA,,,-,4600 20 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2871558,2871558,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36392107,,3084891,YOGYAKARTA,,,-,3500 48 08,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2866664,2866664,,aodofficer,Acquiring Operation Department,MANADO,79145700,,1.00E+11,MAKASSAR,,,,87013001,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2030155,2030155,,aodofficer,Acquiring Operation Department,MANADO,79085700,,1.00E+11,MAKASSAR,,,,86006801,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2030153,2030153,,aodofficer,Acquiring Operation Department,MEDAN,50495500,,,MEDAN,,,-,54009301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2030096,2030096,,aodofficer,Acquiring Operation Department,Semarang,30471701,,3084965,Semarang,,,,34003104,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2030090,2030090,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60260700,,1775688,BALIKPAPAN,,,,60102901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,2030036,2030036,,aodofficer,Acquiring Operation Department,MANADO,79120700,,1.00E+11,MAKASSAR,,,,87010501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,1833210,1833210,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2927995,Bandung,,,,59107919,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,1830942,1830942,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2927996,Bandung,,,,59107918,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,990389,990389,,aodofficer,Acquiring Operation Department,Banjarmasin,62121100,,2411034,BALIKPAPAN,,,,65007501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,728062,728062,,aodofficer,Acquiring Operation Department,MANADO,79135700,,1.00E+11,MAKASSAR,,,,87012001,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,210281,210281,,aodofficer,Acquiring Operation Department,SOLO,43962700,,2961704,YOGYAKARTA,,,-,4600 71 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200160,200160,,aodofficer,Acquiring Operation Department,Bandung,40486313,,2961809,Bandung,,,,40007415,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,151219,151219,,aodofficer,Acquiring Operation Department,Tegal,30757900,,1775723,Semarang,,,,59903306,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97090,97090,,aodofficer,Acquiring Operation Department,MANADO,79144900,,1.00E+11,MAKASSAR,,,,87012901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,81119,81119,,aodofficer,Acquiring Operation Department,Jambi,94334500,,,Batam,,,,84003401,purchase
